2026-05-11 17:49:53,026 | INFO | Starting recon for chatgpt.com
2026-05-12 15:33:20,874 | INFO | Async scan completed for chatgpt.com
2026-05-12 15:33:22,627 | INFO | Subdomain scan completed for chatgpt.com
2026-05-12 15:35:42,057 | INFO | Starting recon for chatpgt.com
2026-05-12 15:35:44,750 | INFO | Fetched https://chatpgt.com/graphql
2026-05-12 15:35:44,778 | INFO | Fetched https://chatpgt.com/register
2026-05-12 15:35:44,829 | INFO | Fetched https://chatpgt.com/
2026-05-12 15:35:44,842 | INFO | Fetched https://chatpgt.com/api
2026-05-12 15:35:44,845 | INFO | Fetched https://chatpgt.com/auth
2026-05-12 15:35:44,848 | INFO | Fetched https://chatpgt.com/dashboard
2026-05-12 15:35:44,854 | INFO | Fetched https://chatpgt.com/login
2026-05-12 15:35:44,856 | INFO | Fetched https://chatpgt.com/admin
2026-05-12 15:35:44,859 | INFO | Fetched https://chatpgt.com/robots.txt
2026-05-12 15:35:44,864 | INFO | Fetched https://chatpgt.com/sitemap.xml
2026-05-12 15:35:46,807 | INFO | Analyzed JS file: https://chatpgt.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
2026-05-12 15:35:47,825 | INFO | Async scan completed for chatpgt.com
2026-05-12 15:35:50,303 | INFO | Subdomain scan completed for chatpgt.com
2026-05-12 15:36:08,656 | INFO | Starting recon for chatgpt.com
2026-05-12 15:36:09,976 | INFO | Fetched https://chatgpt.com/
2026-05-12 15:36:09,989 | INFO | Fetched https://chatgpt.com/admin
2026-05-12 15:36:09,992 | INFO | Fetched https://chatgpt.com/api
2026-05-12 15:36:09,996 | INFO | Fetched https://chatgpt.com/register
2026-05-12 15:36:09,996 | INFO | Fetched https://chatgpt.com/dashboard
2026-05-12 15:36:09,997 | INFO | Fetched https://chatgpt.com/login
2026-05-12 15:36:10,000 | INFO | Fetched https://chatgpt.com/robots.txt
2026-05-12 15:36:10,000 | INFO | Fetched https://chatgpt.com/auth
2026-05-12 15:36:10,001 | INFO | Fetched https://chatgpt.com/graphql
2026-05-12 15:36:10,001 | INFO | Fetched https://chatgpt.com/sitemap.xml
2026-05-12 15:36:11,928 | INFO | Async scan completed for chatgpt.com
2026-05-12 15:36:13,644 | INFO | Subdomain scan completed for chatgpt.com
2026-05-12 15:39:21,659 | INFO | Starting recon for chatgpt.com
2026-05-12 15:39:23,048 | INFO | Fetched https://chatgpt.com/admin
2026-05-12 15:39:23,052 | INFO | Fetched https://chatgpt.com/login
2026-05-12 15:39:23,064 | INFO | Fetched https://chatgpt.com/graphql
2026-05-12 15:39:23,065 | INFO | Fetched https://chatgpt.com/api
2026-05-12 15:39:23,065 | INFO | Fetched https://chatgpt.com/
2026-05-12 15:39:23,066 | INFO | Fetched https://chatgpt.com/auth
2026-05-12 15:39:23,067 | INFO | Fetched https://chatgpt.com/sitemap.xml
2026-05-12 15:39:23,067 | INFO | Fetched https://chatgpt.com/register
2026-05-12 15:39:23,070 | INFO | Fetched https://chatgpt.com/dashboard
2026-05-12 15:39:23,289 | INFO | Fetched https://chatgpt.com/robots.txt
2026-05-12 15:39:25,366 | INFO | Async scan completed for chatgpt.com
2026-05-12 15:39:26,906 | INFO | Subdomain scan completed for chatgpt.com
